,filenames,folder_name,durations,view,labels,metadata
13,0001_026_11972-12036_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0001_026_11972-12036_8', 'start_frame': 11908, 'end_frame': 11972, 'label': [8], 'view': 'center', 'filenames': '0001_026_11972-12036_8.mp4', 'durations': 64}"
14,0001_028_13846-13910_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0001_028_13846-13910_8', 'start_frame': 12580, 'end_frame': 12644, 'label': [8], 'view': 'center', 'filenames': '0001_028_13846-13910_8.mp4', 'durations': 64}"
15,0001_030_14492-14556_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0001_030_14492-14556_8', 'start_frame': 13910, 'end_frame': 13974, 'label': [8], 'view': 'center', 'filenames': '0001_030_14492-14556_8.mp4', 'durations': 64}"
16,0001_031_14618-14682_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0001_031_14618-14682_11', 'start_frame': 14492, 'end_frame': 14556, 'label': [11], 'view': 'center', 'filenames': '0001_031_14618-14682_11.mp4', 'durations': 64}"
17,0001_033_14746-14810_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0001_033_14746-14810_8', 'start_frame': 14682, 'end_frame': 14746, 'label': [8], 'view': 'center', 'filenames': '0001_033_14746-14810_8.mp4', 'durations': 64}"
18,0001_035_14850-14914_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0001_035_14850-14914_8', 'start_frame': 14810, 'end_frame': 14874, 'label': [8], 'view': 'center', 'filenames': '0001_035_14850-14914_8.mp4', 'durations': 64}"
19,0001_037_14930-14994_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0001_037_14930-14994_8', 'start_frame': 14914, 'end_frame': 14978, 'label': [8], 'view': 'center', 'filenames': '0001_037_14930-14994_8.mp4', 'durations': 64}"
20,0001_039_15051-15115_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0001_039_15051-15115_8', 'start_frame': 14994, 'end_frame': 15058, 'label': [8], 'view': 'center', 'filenames': '0001_039_15051-15115_8.mp4', 'durations': 64}"
21,0001_041_15519-15583_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0001_041_15519-15583_7', 'start_frame': 15133, 'end_frame': 15197, 'label': [7], 'view': 'center', 'filenames': '0001_041_15519-15583_7.mp4', 'durations': 64}"
22,0001_042_15583-15647_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0001_042_15583-15647_8', 'start_frame': 15519, 'end_frame': 15583, 'label': [8], 'view': 'center', 'filenames': '0001_042_15583-15647_8.mp4', 'durations': 64}"
23,0001_044_15845-15909_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0001_044_15845-15909_8', 'start_frame': 15684, 'end_frame': 15748, 'label': [8], 'view': 'center', 'filenames': '0001_044_15845-15909_8.mp4', 'durations': 64}"
24,0001_046_16154-16218_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0001_046_16154-16218_7', 'start_frame': 16090, 'end_frame': 16154, 'label': [7], 'view': 'center', 'filenames': '0001_046_16154-16218_7.mp4', 'durations': 64}"
25,0001_048_18654-18718_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0001_048_18654-18718_7', 'start_frame': 17364, 'end_frame': 17428, 'label': [7], 'view': 'center', 'filenames': '0001_048_18654-18718_7.mp4', 'durations': 64}"
26,0002_000_00148-00212_0-8.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_000_00148-00212_0-8', 'start_frame': 117, 'end_frame': 181, 'label': [0, 8], 'view': 'center', 'filenames': '0002_000_00148-00212_0-8.mp4', 'durations': 64}"
27,0002_001_00181-00245_8-11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0002_001_00181-00245_8-11', 'start_frame': 148, 'end_frame': 212, 'label': [8, 11], 'view': 'center', 'filenames': '0002_001_00181-00245_8-11.mp4', 'durations': 64}"
28,0002_002_00205-00269_11-7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0002_002_00205-00269_11-7', 'start_frame': 181, 'end_frame': 245, 'label': [11, 7], 'view': 'center', 'filenames': '0002_002_00205-00269_11-7.mp4', 'durations': 64}"
29,0002_003_00460-00524_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_003_00460-00524_7', 'start_frame': 205, 'end_frame': 269, 'label': [7], 'view': 'center', 'filenames': '0002_003_00460-00524_7.mp4', 'durations': 64}"
30,0002_005_00557-00621_8-7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_005_00557-00621_8-7', 'start_frame': 525, 'end_frame': 589, 'label': [8, 7], 'view': 'center', 'filenames': '0002_005_00557-00621_8-7.mp4', 'durations': 64}"
31,0002_007_01005-01069_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_007_01005-01069_7', 'start_frame': 941, 'end_frame': 1005, 'label': [7], 'view': 'center', 'filenames': '0002_007_01005-01069_7.mp4', 'durations': 64}"
32,0002_009_01096-01160_0-7.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_009_01096-01160_0-7', 'start_frame': 1067, 'end_frame': 1131, 'label': [0, 7], 'view': 'center', 'filenames': '0002_009_01096-01160_0-7.mp4', 'durations': 64}"
33,0002_010_01274-01338_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_010_01274-01338_7', 'start_frame': 1096, 'end_frame': 1160, 'label': [7], 'view': 'center', 'filenames': '0002_010_01274-01338_7.mp4', 'durations': 64}"
34,0002_012_01402-01466_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_012_01402-01466_7', 'start_frame': 1338, 'end_frame': 1402, 'label': [7], 'view': 'center', 'filenames': '0002_012_01402-01466_7.mp4', 'durations': 64}"
35,0002_014_02225-02289_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0002_014_02225-02289_13', 'start_frame': 1689, 'end_frame': 1753, 'label': [13], 'view': 'center', 'filenames': '0002_014_02225-02289_13.mp4', 'durations': 64}"
36,0002_015_02257-02321_7-0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_015_02257-02321_7-0', 'start_frame': 2225, 'end_frame': 2289, 'label': [7, 0], 'view': 'center', 'filenames': '0002_015_02257-02321_7-0.mp4', 'durations': 64}"
37,0002_017_02545-02609_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_017_02545-02609_0', 'start_frame': 2481, 'end_frame': 2545, 'label': [0], 'view': 'center', 'filenames': '0002_017_02545-02609_0.mp4', 'durations': 64}"
38,0002_019_03714-03778_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_019_03714-03778_0', 'start_frame': 3584, 'end_frame': 3648, 'label': [0], 'view': 'center', 'filenames': '0002_019_03714-03778_0.mp4', 'durations': 64}"
39,0002_021_05810-05874_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_021_05810-05874_0', 'start_frame': 3884, 'end_frame': 3948, 'label': [0], 'view': 'center', 'filenames': '0002_021_05810-05874_0.mp4', 'durations': 64}"
40,0002_022_05874-05938_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_022_05874-05938_2', 'start_frame': 5810, 'end_frame': 5874, 'label': [2], 'view': 'center', 'filenames': '0002_022_05874-05938_2.mp4', 'durations': 64}"
41,0002_024_09691-09755_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_024_09691-09755_7', 'start_frame': 6631, 'end_frame': 6695, 'label': [7], 'view': 'center', 'filenames': '0002_024_09691-09755_7.mp4', 'durations': 64}"
42,0002_026_11253-11317_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_026_11253-11317_0', 'start_frame': 11189, 'end_frame': 11253, 'label': [0], 'view': 'center', 'filenames': '0002_026_11253-11317_0.mp4', 'durations': 64}"
43,0002_029_13657-13721_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_029_13657-13721_0', 'start_frame': 12465, 'end_frame': 12529, 'label': [0], 'view': 'center', 'filenames': '0002_029_13657-13721_0.mp4', 'durations': 64}"
44,0002_030_13721-13785_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_030_13721-13785_0', 'start_frame': 13657, 'end_frame': 13721, 'label': [0], 'view': 'center', 'filenames': '0002_030_13721-13785_0.mp4', 'durations': 64}"
45,0002_031_14891-14955_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_031_14891-14955_0', 'start_frame': 13721, 'end_frame': 13785, 'label': [0], 'view': 'center', 'filenames': '0002_031_14891-14955_0.mp4', 'durations': 64}"
46,0002_032_20126-20190_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_032_20126-20190_2', 'start_frame': 14891, 'end_frame': 14955, 'label': [2], 'view': 'center', 'filenames': '0002_032_20126-20190_2.mp4', 'durations': 64}"
47,0002_034_21527-21591_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_034_21527-21591_0', 'start_frame': 21463, 'end_frame': 21527, 'label': [0], 'view': 'center', 'filenames': '0002_034_21527-21591_0.mp4', 'durations': 64}"
48,0002_035_23740-23804_0.mp4,,64,center,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_035_23740-23804_0', 'start_frame': 21527, 'end_frame': 21591, 'label': [0], 'view': 'center', 'filenames': '0002_035_23740-23804_0.mp4', 'durations': 64}"
49,0002_036_24317-24381_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0002_036_24317-24381_13', 'start_frame': 23740, 'end_frame': 23804, 'label': [13], 'view': 'center', 'filenames': '0002_036_24317-24381_13.mp4', 'durations': 64}"
50,0002_038_25765-25829_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0002_038_25765-25829_7', 'start_frame': 25590, 'end_frame': 25654, 'label': [7], 'view': 'center', 'filenames': '0002_038_25765-25829_7.mp4', 'durations': 64}"
51,0003_001_00373-00437_7-6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0003_001_00373-00437_7-6', 'start_frame': 349, 'end_frame': 413, 'label': [7, 6], 'view': 'center', 'filenames': '0003_001_00373-00437_7-6.mp4', 'durations': 64}"
52,0003_003_01830-01894_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0003_003_01830-01894_7', 'start_frame': 1766, 'end_frame': 1830, 'label': [7], 'view': 'center', 'filenames': '0003_003_01830-01894_7.mp4', 'durations': 64}"
53,0003_005_05223-05287_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0003_005_05223-05287_7', 'start_frame': 1894, 'end_frame': 1958, 'label': [7], 'view': 'center', 'filenames': '0003_005_05223-05287_7.mp4', 'durations': 64}"
54,0003_006_05287-05351_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0003_006_05287-05351_8', 'start_frame': 5223, 'end_frame': 5287, 'label': [8], 'view': 'center', 'filenames': '0003_006_05287-05351_8.mp4', 'durations': 64}"
55,0003_008_05367-05431_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0003_008_05367-05431_8', 'start_frame': 5303, 'end_frame': 5367, 'label': [8], 'view': 'center', 'filenames': '0003_008_05367-05431_8.mp4', 'durations': 64}"
56,0003_010_08788-08852_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0003_010_08788-08852_8', 'start_frame': 8724, 'end_frame': 8788, 'label': [8], 'view': 'center', 'filenames': '0003_010_08788-08852_8.mp4', 'durations': 64}"
57,0003_012_08891-08955_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0003_012_08891-08955_8', 'start_frame': 8827, 'end_frame': 8891, 'label': [8], 'view': 'center', 'filenames': '0003_012_08891-08955_8.mp4', 'durations': 64}"
58,0003_014_09052-09116_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0003_014_09052-09116_8', 'start_frame': 8955, 'end_frame': 9019, 'label': [8], 'view': 'center', 'filenames': '0003_014_09052-09116_8.mp4', 'durations': 64}"
59,0003_015_09097-09161_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0003_015_09097-09161_11', 'start_frame': 9052, 'end_frame': 9116, 'label': [11], 'view': 'center', 'filenames': '0003_015_09097-09161_11.mp4', 'durations': 64}"
60,0003_016_18239-18303_6.mp4,,64,center,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0003_016_18239-18303_6', 'start_frame': 9097, 'end_frame': 9161, 'label': [6], 'view': 'center', 'filenames': '0003_016_18239-18303_6.mp4', 'durations': 64}"
61,0003_018_18307-18371_13-7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0003_018_18307-18371_13-7', 'start_frame': 18303, 'end_frame': 18367, 'label': [13, 7], 'view': 'center', 'filenames': '0003_018_18307-18371_13-7.mp4', 'durations': 64}"
62,0003_020_18941-19005_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0003_020_18941-19005_13', 'start_frame': 18606, 'end_frame': 18670, 'label': [13], 'view': 'center', 'filenames': '0003_020_18941-19005_13.mp4', 'durations': 64}"
63,0003_022_19069-19133_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0003_022_19069-19133_13', 'start_frame': 19005, 'end_frame': 19069, 'label': [13], 'view': 'center', 'filenames': '0003_022_19069-19133_13.mp4', 'durations': 64}"
64,0003_024_19197-19261_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0003_024_19197-19261_13', 'start_frame': 19133, 'end_frame': 19197, 'label': [13], 'view': 'center', 'filenames': '0003_024_19197-19261_13.mp4', 'durations': 64}"
65,0003_026_20232-20296_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0003_026_20232-20296_13', 'start_frame': 20168, 'end_frame': 20232, 'label': [13], 'view': 'center', 'filenames': '0003_026_20232-20296_13.mp4', 'durations': 64}"
66,0003_028_21187-21251_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0003_028_21187-21251_13', 'start_frame': 20296, 'end_frame': 20360, 'label': [13], 'view': 'center', 'filenames': '0003_028_21187-21251_13.mp4', 'durations': 64}"
67,0003_030_21315-21379_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0003_030_21315-21379_13', 'start_frame': 21251, 'end_frame': 21315, 'label': [13], 'view': 'center', 'filenames': '0003_030_21315-21379_13.mp4', 'durations': 64}"
68,0003_032_24017-24081_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0003_032_24017-24081_13', 'start_frame': 23710, 'end_frame': 23774, 'label': [13], 'view': 'center', 'filenames': '0003_032_24017-24081_13.mp4', 'durations': 64}"
69,0003_033_24081-24145_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0003_033_24081-24145_13', 'start_frame': 24017, 'end_frame': 24081, 'label': [13], 'view': 'center', 'filenames': '0003_033_24081-24145_13.mp4', 'durations': 64}"
70,0003_034_26184-26248_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0003_034_26184-26248_13', 'start_frame': 24081, 'end_frame': 24145, 'label': [13], 'view': 'center', 'filenames': '0003_034_26184-26248_13.mp4', 'durations': 64}"
71,0003_035_26567-26631_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0003_035_26567-26631_13', 'start_frame': 26184, 'end_frame': 26248, 'label': [13], 'view': 'center', 'filenames': '0003_035_26567-26631_13.mp4', 'durations': 64}"
72,0004_000_01948-02012_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_000_01948-02012_7', 'start_frame': 3, 'end_frame': 67, 'label': [7], 'view': 'center', 'filenames': '0004_000_01948-02012_7.mp4', 'durations': 64}"
73,0004_002_02716-02780_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_002_02716-02780_8', 'start_frame': 2100, 'end_frame': 2164, 'label': [8], 'view': 'center', 'filenames': '0004_002_02716-02780_8.mp4', 'durations': 64}"
74,0004_004_04225-04289_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_004_04225-04289_8', 'start_frame': 2780, 'end_frame': 2844, 'label': [8], 'view': 'center', 'filenames': '0004_004_04225-04289_8.mp4', 'durations': 64}"
75,0004_006_04372-04436_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_006_04372-04436_8', 'start_frame': 4297, 'end_frame': 4361, 'label': [8], 'view': 'center', 'filenames': '0004_006_04372-04436_8.mp4', 'durations': 64}"
76,0004_008_04953-05017_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_008_04953-05017_4', 'start_frame': 4656, 'end_frame': 4720, 'label': [4], 'view': 'center', 'filenames': '0004_008_04953-05017_4.mp4', 'durations': 64}"
77,0004_009_05601-05665_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0004_009_05601-05665_13', 'start_frame': 4953, 'end_frame': 5017, 'label': [13], 'view': 'center', 'filenames': '0004_009_05601-05665_13.mp4', 'durations': 64}"
78,0004_010_05674-05738_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_010_05674-05738_8', 'start_frame': 5601, 'end_frame': 5665, 'label': [8], 'view': 'center', 'filenames': '0004_010_05674-05738_8.mp4', 'durations': 64}"
79,0004_012_05784-05848_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_012_05784-05848_8', 'start_frame': 5726, 'end_frame': 5790, 'label': [8], 'view': 'center', 'filenames': '0004_012_05784-05848_8.mp4', 'durations': 64}"
80,0004_014_07024-07088_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0004_014_07024-07088_8', 'start_frame': 5856, 'end_frame': 5920, 'label': [8], 'view': 'center', 'filenames': '0004_014_07024-07088_8.mp4', 'durations': 64}"
81,0004_016_07784-07848_13.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"{'sample_id': '0004_016_07784-07848_13', 'start_frame': 7574, 'end_frame': 7638, 'label': [13], 'view': 'center', 'filenames': '0004_016_07784-07848_13.mp4', 'durations': 64}"
