,filenames,labels
35,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam3/right/0001.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
36,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_06/Cam2/right/0001.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
37,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_06/Cam3/right/0001.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
38,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam1/right/0001.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
39,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam3/right/0001.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
40,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam4/left/0001.mp4,[1 1 1 1 1 1 0 0 0 0 0 1 0 1 0]
41,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam1/left/0001.mp4,[1 1 1 1 1 1 0 0 0 0 0 1 0 1 0]
42,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam3/left/0001.mp4,[1 1 1 1 1 1 0 0 0 0 0 1 0 1 0]
43,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam4/left/0001.mp4,[1 1 1 1 1 1 0 0 0 0 0 1 0 1 0]
44,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam1/left/0001.mp4,[1 1 1 1 1 1 0 0 0 0 0 1 0 1 0]
45,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam2/left/0001.mp4,[1 1 1 1 1 1 0 0 0 0 0 1 0 1 0]
46,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam4/left/0001.mp4,[1 1 1 1 1 1 0 0 0 0 0 1 0 1 0]
47,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam1/left/0001.mp4,[1 1 1 1 1 1 0 0 0 0 0 1 0 1 0]
48,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam2/left/0001.mp4,[1 1 1 1 1 1 0 0 0 0 0 1 0 1 0]
49,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam3/left/0001.mp4,[1 1 1 1 1 1 0 0 0 0 0 1 0 1 0]
50,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_06/Cam3/left/0001.mp4,[1 1 1 1 1 1 0 0 0 0 0 1 0 1 0]
51,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam2/left/0001.mp4,[1 1 1 1 1 1 0 0 0 0 0 1 0 1 0]
52,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam3/left/0001.mp4,[1 1 1 1 1 1 0 0 0 0 0 1 0 1 0]
53,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam1/right/0002.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
54,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam3/right/0002.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
55,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam2/right/0002.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
56,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam4/right/0002.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
57,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam2/right/0002.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
58,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam3/right/0002.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
59,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam4/right/0002.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
60,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam1/right/0002.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
61,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam2/right/0002.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
62,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam4/right/0002.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
63,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_06/Cam2/right/0002.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
64,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam1/right/0002.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
65,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam3/right/0002.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
66,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam4/right/0002.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
67,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam1/left/0002.mp4,[0 0 1 1 1 1 0 0 0 0 0 0 0 1 0]
68,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam2/left/0002.mp4,[0 0 1 1 1 1 0 0 0 0 0 0 0 1 0]
69,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam3/left/0002.mp4,[0 0 1 1 1 1 0 0 0 0 0 0 0 1 0]
70,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam1/left/0002.mp4,[0 0 1 1 1 1 0 0 0 0 0 0 0 1 0]
71,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam2/left/0002.mp4,[0 0 1 1 1 1 0 0 0 0 0 0 0 1 0]
72,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam3/left/0002.mp4,[0 0 1 1 1 1 0 0 0 0 0 0 0 1 0]
73,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam4/left/0002.mp4,[0 0 1 1 1 1 0 0 0 0 0 0 0 1 0]
74,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam1/left/0002.mp4,[0 0 1 1 1 1 0 0 0 0 0 0 0 1 0]
75,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam3/left/0002.mp4,[0 0 1 1 1 1 0 0 0 0 0 0 0 1 0]
76,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam1/left/0002.mp4,[0 0 1 1 1 1 0 0 0 0 0 0 0 1 0]
77,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam3/left/0002.mp4,[0 0 1 1 1 1 0 0 0 0 0 0 0 1 0]
78,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam4/left/0002.mp4,[0 0 1 1 1 1 0 0 0 0 0 0 0 1 0]
79,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_06/Cam3/left/0002.mp4,[0 0 1 1 1 1 0 0 0 0 0 0 0 1 0]
80,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam3/left/0002.mp4,[0 0 1 1 1 1 0 0 0 0 0 0 0 1 0]
81,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam2/right/0003.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
82,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam4/right/0003.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
83,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam1/right/0003.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
84,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam2/right/0003.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
85,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam1/right/0003.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
86,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam2/right/0003.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
87,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam3/right/0003.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
88,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam1/right/0003.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
89,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam3/right/0003.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
90,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam4/right/0003.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
91,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam2/right/0003.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
92,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam3/right/0003.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
93,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam4/right/0003.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
94,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam1/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
95,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam2/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
96,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam3/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
97,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam4/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
98,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam1/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
99,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam2/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
100,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam4/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
101,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam1/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
102,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam2/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
103,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam3/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
104,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam4/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
105,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam1/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
106,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam2/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
107,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam4/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
108,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam1/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
109,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam2/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
110,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam4/left/0003.mp4,[1 0 1 1 1 0 0 0 0 0 0 1 0 1 0]
111,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam1/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
112,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam2/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
113,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam3/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
114,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam4/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
115,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam3/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
116,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam4/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
117,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam1/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
118,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam2/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
119,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam3/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
120,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam4/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
121,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam1/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
122,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam3/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
123,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam4/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
124,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_06/Cam2/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
125,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_06/Cam3/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
126,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam2/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
127,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam4/right/0004.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
128,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam1/left/0004.mp4,[0 0 1 1 1 0 0 0 0 0 0 0 0 1 0]
129,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam2/left/0004.mp4,[0 0 1 1 1 0 0 0 0 0 0 0 0 1 0]
130,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam3/left/0004.mp4,[0 0 1 1 1 0 0 0 0 0 0 0 0 1 0]
131,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam1/left/0004.mp4,[0 0 1 1 1 0 0 0 0 0 0 0 0 1 0]
132,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam3/left/0004.mp4,[0 0 1 1 1 0 0 0 0 0 0 0 0 1 0]
133,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam2/left/0004.mp4,[0 0 1 1 1 0 0 0 0 0 0 0 0 1 0]
134,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam1/left/0004.mp4,[0 0 1 1 1 0 0 0 0 0 0 0 0 1 0]
135,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam2/left/0004.mp4,[0 0 1 1 1 0 0 0 0 0 0 0 0 1 0]
136,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam3/left/0004.mp4,[0 0 1 1 1 0 0 0 0 0 0 0 0 1 0]
137,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam4/left/0004.mp4,[0 0 1 1 1 0 0 0 0 0 0 0 0 1 0]
138,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_06/Cam3/left/0004.mp4,[0 0 1 1 1 0 0 0 0 0 0 0 0 1 0]
139,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam1/left/0004.mp4,[0 0 1 1 1 0 0 0 0 0 0 0 0 1 0]
140,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam2/left/0004.mp4,[0 0 1 1 1 0 0 0 0 0 0 0 0 1 0]
141,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam3/left/0004.mp4,[0 0 1 1 1 0 0 0 0 0 0 0 0 1 0]
142,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam1/right/0005.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
143,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam2/right/0005.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
144,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam3/right/0005.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
145,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_00/Cam4/right/0005.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
146,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam1/right/0005.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
147,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam2/right/0005.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
148,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam2/right/0005.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
149,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam4/right/0005.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
150,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_06/Cam3/right/0005.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
151,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_07/Cam3/right/0005.mp4,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
152,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam2/left/0005.mp4,[0 0 1 1 1 1 0 1 0 0 0 1 0 1 0]
153,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_02/Cam3/left/0005.mp4,[0 0 1 1 1 1 0 1 0 0 0 1 0 1 0]
154,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam2/left/0005.mp4,[0 0 1 1 1 1 0 1 0 0 0 1 0 1 0]
155,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam3/left/0005.mp4,[0 0 1 1 1 1 0 1 0 0 0 1 0 1 0]
156,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_04/Cam4/left/0005.mp4,[0 0 1 1 1 1 0 1 0 0 0 1 0 1 0]
157,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam1/left/0005.mp4,[0 0 1 1 1 1 0 1 0 0 0 1 0 1 0]
158,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam2/left/0005.mp4,[0 0 1 1 1 1 0 1 0 0 0 1 0 1 0]
159,/videos/mpi_data/2Itzik/dyadic_communication/SPLIT/PIS_ID_05/Cam3/left/0005.mp4,[0 0 1 1 1 1 0 1 0 0 0 1 0 1 0]
