,filenames,folder_name,durations,view,labels,metadata
22,Sample0001_color_0023.mp4,train,28,center,7,"{'sample_id': '0001_0023', 'start_frame': 15151, 'end_frame': 15179, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0001_color_0023.mp4', 'durations': 28}"
23,Sample0001_color_0024.mp4,train,116,center,8,"{'sample_id': '0001_0024', 'start_frame': 15519, 'end_frame': 15635, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0001_color_0024.mp4', 'durations': 116}"
24,Sample0001_color_0025.mp4,train,23,center,8,"{'sample_id': '0001_0025', 'start_frame': 15705, 'end_frame': 15728, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0001_color_0025.mp4', 'durations': 23}"
25,Sample0001_color_0026.mp4,train,62,center,7,"{'sample_id': '0001_0026', 'start_frame': 15846, 'end_frame': 15908, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0001_color_0026.mp4', 'durations': 62}"
26,Sample0001_color_0027.mp4,train,73,center,7,"{'sample_id': '0001_0027', 'start_frame': 16090, 'end_frame': 16163, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0001_color_0027.mp4', 'durations': 73}"
27,Sample0001_color_0028.mp4,train,42,center,7,"{'sample_id': '0001_0028', 'start_frame': 17375, 'end_frame': 17417, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0001_color_0028.mp4', 'durations': 42}"
28,Sample0001_color_0029.mp4,train,38,center,11,"{'sample_id': '0001_0029', 'start_frame': 18667, 'end_frame': 18705, 'label_txt': 'Scratching or touching facial parts other than eyes', 'label': 12, 'view': 'center', 'filenames': 'Sample0001_color_0029.mp4', 'durations': 38}"
29,Sample0001_color_0030.mp4,train,33,center,11,"{'sample_id': '0001_0030', 'start_frame': 21505, 'end_frame': 21538, 'label_txt': 'Scratching or touching facial parts other than eyes', 'label': 12, 'view': 'center', 'filenames': 'Sample0001_color_0030.mp4', 'durations': 33}"
30,Sample0001_color_0031.mp4,train,18,center,7,"{'sample_id': '0001_0031', 'start_frame': 21539, 'end_frame': 21557, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0001_color_0031.mp4', 'durations': 18}"
31,Sample0001_color_0032.mp4,train,118,center,11,"{'sample_id': '0001_0032', 'start_frame': 25289, 'end_frame': 25407, 'label_txt': 'Scratching or touching facial parts other than eyes', 'label': 12, 'view': 'center', 'filenames': 'Sample0001_color_0032.mp4', 'durations': 118}"
0,Sample0002_color_0001.mp4,train,26,center,0,"{'sample_id': '0002_0001', 'start_frame': 136, 'end_frame': 162, 'label_txt': 'Turtling neck and shoulder', 'label': 1, 'view': 'center', 'filenames': 'Sample0002_color_0001.mp4', 'durations': 26}"
1,Sample0002_color_0002.mp4,train,34,center,8,"{'sample_id': '0002_0002', 'start_frame': 163, 'end_frame': 197, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0002_color_0002.mp4', 'durations': 34}"
2,Sample0002_color_0003.mp4,train,34,center,11,"{'sample_id': '0002_0003', 'start_frame': 196, 'end_frame': 230, 'label_txt': 'Scratching or touching facial parts other than eyes', 'label': 12, 'view': 'center', 'filenames': 'Sample0002_color_0003.mp4', 'durations': 34}"
3,Sample0002_color_0004.mp4,train,12,center,7,"{'sample_id': '0002_0004', 'start_frame': 231, 'end_frame': 243, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0002_color_0004.mp4', 'durations': 12}"
4,Sample0002_color_0005.mp4,train,57,center,8,"{'sample_id': '0002_0005', 'start_frame': 464, 'end_frame': 521, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0002_color_0005.mp4', 'durations': 57}"
5,Sample0002_color_0006.mp4,train,28,center,8,"{'sample_id': '0002_0006', 'start_frame': 543, 'end_frame': 571, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0002_color_0006.mp4', 'durations': 28}"
6,Sample0002_color_0007.mp4,train,39,center,7,"{'sample_id': '0002_0007', 'start_frame': 570, 'end_frame': 609, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0002_color_0007.mp4', 'durations': 39}"
7,Sample0002_color_0008.mp4,train,90,center,7,"{'sample_id': '0002_0008', 'start_frame': 941, 'end_frame': 1031, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0002_color_0008.mp4', 'durations': 90}"
8,Sample0002_color_0009.mp4,train,51,center,0,"{'sample_id': '0002_0009', 'start_frame': 1074, 'end_frame': 1125, 'label_txt': 'Turtling neck and shoulder', 'label': 1, 'view': 'center', 'filenames': 'Sample0002_color_0009.mp4', 'durations': 51}"
9,Sample0002_color_0010.mp4,train,30,center,7,"{'sample_id': '0002_0010', 'start_frame': 1113, 'end_frame': 1143, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0002_color_0010.mp4', 'durations': 30}"
10,Sample0002_color_0011.mp4,train,145,center,7,"{'sample_id': '0002_0011', 'start_frame': 1274, 'end_frame': 1419, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0002_color_0011.mp4', 'durations': 145}"
11,Sample0002_color_0012.mp4,train,55,center,13,"{'sample_id': '0002_0012', 'start_frame': 1694, 'end_frame': 1749, 'label_txt': 'Holding arms', 'label': 14, 'view': 'center', 'filenames': 'Sample0002_color_0012.mp4', 'durations': 55}"
12,Sample0002_color_0013.mp4,train,43,center,7,"{'sample_id': '0002_0013', 'start_frame': 2236, 'end_frame': 2279, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0002_color_0013.mp4', 'durations': 43}"
13,Sample0002_color_0014.mp4,train,18,center,0,"{'sample_id': '0002_0014', 'start_frame': 2280, 'end_frame': 2298, 'label_txt': 'Turtling neck and shoulder', 'label': 1, 'view': 'center', 'filenames': 'Sample0002_color_0014.mp4', 'durations': 18}"
14,Sample0002_color_0015.mp4,train,79,center,0,"{'sample_id': '0002_0015', 'start_frame': 2481, 'end_frame': 2560, 'label_txt': 'Turtling neck and shoulder', 'label': 1, 'view': 'center', 'filenames': 'Sample0002_color_0015.mp4', 'durations': 79}"
15,Sample0002_color_0016.mp4,train,33,center,0,"{'sample_id': '0002_0016', 'start_frame': 3600, 'end_frame': 3633, 'label_txt': 'Turtling neck and shoulder', 'label': 1, 'view': 'center', 'filenames': 'Sample0002_color_0016.mp4', 'durations': 33}"
16,Sample0002_color_0017.mp4,train,30,center,0,"{'sample_id': '0002_0017', 'start_frame': 3731, 'end_frame': 3761, 'label_txt': 'Turtling neck and shoulder', 'label': 1, 'view': 'center', 'filenames': 'Sample0002_color_0017.mp4', 'durations': 30}"
17,Sample0002_color_0018.mp4,train,39,center,0,"{'sample_id': '0002_0018', 'start_frame': 3897, 'end_frame': 3936, 'label_txt': 'Turtling neck and shoulder', 'label': 1, 'view': 'center', 'filenames': 'Sample0002_color_0018.mp4', 'durations': 39}"
18,Sample0002_color_0019.mp4,train,77,center,2,"{'sample_id': '0002_0019', 'start_frame': 5810, 'end_frame': 5887, 'label_txt': 'Folding arms', 'label': 3, 'view': 'center', 'filenames': 'Sample0002_color_0019.mp4', 'durations': 77}"
19,Sample0002_color_0020.mp4,train,41,center,7,"{'sample_id': '0002_0020', 'start_frame': 6643, 'end_frame': 6684, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0002_color_0020.mp4', 'durations': 41}"
20,Sample0002_color_0021.mp4,train,60,center,0,"{'sample_id': '0002_0021', 'start_frame': 9693, 'end_frame': 9753, 'label_txt': 'Turtling neck and shoulder', 'label': 1, 'view': 'center', 'filenames': 'Sample0002_color_0021.mp4', 'durations': 60}"
21,Sample0002_color_0022.mp4,train,91,center,0,"{'sample_id': '0002_0022', 'start_frame': 11189, 'end_frame': 11280, 'label_txt': 'Turtling neck and shoulder', 'label': 1, 'view': 'center', 'filenames': 'Sample0002_color_0022.mp4', 'durations': 91}"
22,Sample0002_color_0023.mp4,train,57,center,7,"{'sample_id': '0002_0023', 'start_frame': 12076, 'end_frame': 12133, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0002_color_0023.mp4', 'durations': 57}"
23,Sample0002_color_0024.mp4,train,62,center,0,"{'sample_id': '0002_0024', 'start_frame': 12466, 'end_frame': 12528, 'label_txt': 'Turtling neck and shoulder', 'label': 1, 'view': 'center', 'filenames': 'Sample0002_color_0024.mp4', 'durations': 62}"
24,Sample0002_color_0025.mp4,train,74,center,0,"{'sample_id': '0002_0025', 'start_frame': 13657, 'end_frame': 13731, 'label_txt': 'Turtling neck and shoulder', 'label': 1, 'view': 'center', 'filenames': 'Sample0002_color_0025.mp4', 'durations': 74}"
25,Sample0002_color_0026.mp4,train,64,center,2,"{'sample_id': '0002_0026', 'start_frame': 14891, 'end_frame': 14955, 'label_txt': 'Folding arms', 'label': 3, 'view': 'center', 'filenames': 'Sample0002_color_0026.mp4', 'durations': 64}"
26,Sample0002_color_0027.mp4,train,47,center,13,"{'sample_id': '0002_0027', 'start_frame': 20135, 'end_frame': 20182, 'label_txt': 'Holding arms', 'label': 14, 'view': 'center', 'filenames': 'Sample0002_color_0027.mp4', 'durations': 47}"
27,Sample0002_color_0028.mp4,train,66,center,0,"{'sample_id': '0002_0028', 'start_frame': 21463, 'end_frame': 21529, 'label_txt': 'Turtling neck and shoulder', 'label': 1, 'view': 'center', 'filenames': 'Sample0002_color_0028.mp4', 'durations': 66}"
28,Sample0002_color_0029.mp4,train,45,center,13,"{'sample_id': '0002_0029', 'start_frame': 23750, 'end_frame': 23795, 'label_txt': 'Holding arms', 'label': 14, 'view': 'center', 'filenames': 'Sample0002_color_0029.mp4', 'durations': 45}"
29,Sample0002_color_0030.mp4,train,32,center,2,"{'sample_id': '0002_0030', 'start_frame': 24333, 'end_frame': 24365, 'label_txt': 'Folding arms', 'label': 3, 'view': 'center', 'filenames': 'Sample0002_color_0030.mp4', 'durations': 32}"
30,Sample0002_color_0031.mp4,train,61,center,7,"{'sample_id': '0002_0031', 'start_frame': 25592, 'end_frame': 25653, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0002_color_0031.mp4', 'durations': 61}"
31,Sample0002_color_0032.mp4,train,64,center,11,"{'sample_id': '0002_0032', 'start_frame': 25765, 'end_frame': 25829, 'label_txt': 'Scratching or touching facial parts other than eyes', 'label': 12, 'view': 'center', 'filenames': 'Sample0002_color_0032.mp4', 'durations': 64}"
0,Sample0003_color_0001.mp4,train,82,center,7,"{'sample_id': '0003_0001', 'start_frame': 285, 'end_frame': 367, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0003_color_0001.mp4', 'durations': 82}"
1,Sample0003_color_0002.mp4,train,63,center,6,"{'sample_id': '0003_0002', 'start_frame': 374, 'end_frame': 437, 'label_txt': 'Folding arms behind body', 'label': 7, 'view': 'center', 'filenames': 'Sample0003_color_0002.mp4', 'durations': 63}"
2,Sample0003_color_0003.mp4,train,183,center,7,"{'sample_id': '0003_0003', 'start_frame': 1766, 'end_frame': 1949, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0003_color_0003.mp4', 'durations': 183}"
3,Sample0003_color_0004.mp4,train,79,center,8,"{'sample_id': '0003_0004', 'start_frame': 5223, 'end_frame': 5302, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0003_color_0004.mp4', 'durations': 79}"
4,Sample0003_color_0005.mp4,train,83,center,8,"{'sample_id': '0003_0005', 'start_frame': 5303, 'end_frame': 5386, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0003_color_0005.mp4', 'durations': 83}"
5,Sample0003_color_0006.mp4,train,89,center,8,"{'sample_id': '0003_0006', 'start_frame': 8724, 'end_frame': 8813, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0003_color_0006.mp4', 'durations': 89}"
6,Sample0003_color_0007.mp4,train,149,center,8,"{'sample_id': '0003_0007', 'start_frame': 8827, 'end_frame': 8976, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0003_color_0007.mp4', 'durations': 149}"
7,Sample0003_color_0008.mp4,train,62,center,11,"{'sample_id': '0003_0008', 'start_frame': 9053, 'end_frame': 9115, 'label_txt': 'Scratching or touching facial parts other than eyes', 'label': 12, 'view': 'center', 'filenames': 'Sample0003_color_0008.mp4', 'durations': 62}"
8,Sample0003_color_0009.mp4,train,27,center,6,"{'sample_id': '0003_0009', 'start_frame': 9116, 'end_frame': 9143, 'label_txt': 'Folding arms behind body', 'label': 7, 'view': 'center', 'filenames': 'Sample0003_color_0009.mp4', 'durations': 27}"
9,Sample0003_color_0010.mp4,train,67,center,13,"{'sample_id': '0003_0010', 'start_frame': 18239, 'end_frame': 18306, 'label_txt': 'Holding arms', 'label': 14, 'view': 'center', 'filenames': 'Sample0003_color_0010.mp4', 'durations': 67}"
10,Sample0003_color_0011.mp4,train,64,center,7,"{'sample_id': '0003_0011', 'start_frame': 18307, 'end_frame': 18371, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0003_color_0011.mp4', 'durations': 64}"
11,Sample0003_color_0012.mp4,train,56,center,13,"{'sample_id': '0003_0012', 'start_frame': 18610, 'end_frame': 18666, 'label_txt': 'Holding arms', 'label': 14, 'view': 'center', 'filenames': 'Sample0003_color_0012.mp4', 'durations': 56}"
12,Sample0003_color_0013.mp4,train,293,center,13,"{'sample_id': '0003_0013', 'start_frame': 18941, 'end_frame': 19234, 'label_txt': 'Holding arms', 'label': 14, 'view': 'center', 'filenames': 'Sample0003_color_0013.mp4', 'durations': 293}"
13,Sample0003_color_0014.mp4,train,131,center,13,"{'sample_id': '0003_0014', 'start_frame': 20168, 'end_frame': 20299, 'label_txt': 'Holding arms', 'label': 14, 'view': 'center', 'filenames': 'Sample0003_color_0014.mp4', 'durations': 131}"
14,Sample0003_color_0015.mp4,train,138,center,13,"{'sample_id': '0003_0015', 'start_frame': 21187, 'end_frame': 21325, 'label_txt': 'Holding arms', 'label': 14, 'view': 'center', 'filenames': 'Sample0003_color_0015.mp4', 'durations': 138}"
15,Sample0003_color_0016.mp4,train,26,center,13,"{'sample_id': '0003_0016', 'start_frame': 23729, 'end_frame': 23755, 'label_txt': 'Holding arms', 'label': 14, 'view': 'center', 'filenames': 'Sample0003_color_0016.mp4', 'durations': 26}"
16,Sample0003_color_0017.mp4,train,82,center,13,"{'sample_id': '0003_0017', 'start_frame': 24017, 'end_frame': 24099, 'label_txt': 'Holding arms', 'label': 14, 'view': 'center', 'filenames': 'Sample0003_color_0017.mp4', 'durations': 82}"
17,Sample0003_color_0018.mp4,train,30,center,13,"{'sample_id': '0003_0018', 'start_frame': 26201, 'end_frame': 26231, 'label_txt': 'Holding arms', 'label': 14, 'view': 'center', 'filenames': 'Sample0003_color_0018.mp4', 'durations': 30}"
18,Sample0003_color_0019.mp4,train,99,center,13,"{'sample_id': '0003_0019', 'start_frame': 26567, 'end_frame': 26666, 'label_txt': 'Holding arms', 'label': 14, 'view': 'center', 'filenames': 'Sample0003_color_0019.mp4', 'durations': 99}"
0,Sample0004_color_0001.mp4,train,58,center,7,"{'sample_id': '0004_0001', 'start_frame': 6, 'end_frame': 64, 'label_txt': 'Rubbing hands and crossing finger', 'label': 8, 'view': 'center', 'filenames': 'Sample0004_color_0001.mp4', 'durations': 58}"
1,Sample0004_color_0002.mp4,train,55,center,8,"{'sample_id': '0004_0002', 'start_frame': 1953, 'end_frame': 2008, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0002.mp4', 'durations': 55}"
2,Sample0004_color_0003.mp4,train,45,center,8,"{'sample_id': '0004_0003', 'start_frame': 2110, 'end_frame': 2155, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0003.mp4', 'durations': 45}"
3,Sample0004_color_0004.mp4,train,79,center,8,"{'sample_id': '0004_0004', 'start_frame': 2716, 'end_frame': 2795, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0004.mp4', 'durations': 79}"
4,Sample0004_color_0005.mp4,train,28,center,8,"{'sample_id': '0004_0005', 'start_frame': 4243, 'end_frame': 4271, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0005.mp4', 'durations': 28}"
5,Sample0004_color_0006.mp4,train,31,center,8,"{'sample_id': '0004_0006', 'start_frame': 4314, 'end_frame': 4345, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0006.mp4', 'durations': 31}"
6,Sample0004_color_0007.mp4,train,27,center,8,"{'sample_id': '0004_0007', 'start_frame': 4391, 'end_frame': 4418, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0007.mp4', 'durations': 27}"
7,Sample0004_color_0008.mp4,train,50,center,4,"{'sample_id': '0004_0008', 'start_frame': 4663, 'end_frame': 4713, 'label_txt': 'Moving legs', 'label': 5, 'view': 'center', 'filenames': 'Sample0004_color_0008.mp4', 'durations': 50}"
8,Sample0004_color_0009.mp4,train,43,center,13,"{'sample_id': '0004_0009', 'start_frame': 4964, 'end_frame': 5007, 'label_txt': 'Holding arms', 'label': 14, 'view': 'center', 'filenames': 'Sample0004_color_0009.mp4', 'durations': 43}"
9,Sample0004_color_0010.mp4,train,25,center,8,"{'sample_id': '0004_0010', 'start_frame': 5621, 'end_frame': 5646, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0010.mp4', 'durations': 25}"
10,Sample0004_color_0011.mp4,train,31,center,8,"{'sample_id': '0004_0011', 'start_frame': 5691, 'end_frame': 5722, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0011.mp4', 'durations': 31}"
11,Sample0004_color_0012.mp4,train,34,center,8,"{'sample_id': '0004_0012', 'start_frame': 5741, 'end_frame': 5775, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0012.mp4', 'durations': 34}"
12,Sample0004_color_0013.mp4,train,45,center,8,"{'sample_id': '0004_0013', 'start_frame': 5794, 'end_frame': 5839, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0013.mp4', 'durations': 45}"
13,Sample0004_color_0014.mp4,train,24,center,8,"{'sample_id': '0004_0014', 'start_frame': 5876, 'end_frame': 5900, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0014.mp4', 'durations': 24}"
14,Sample0004_color_0015.mp4,train,61,center,4,"{'sample_id': '0004_0015', 'start_frame': 7026, 'end_frame': 7087, 'label_txt': 'Moving legs', 'label': 5, 'view': 'center', 'filenames': 'Sample0004_color_0015.mp4', 'durations': 61}"
15,Sample0004_color_0016.mp4,train,35,center,13,"{'sample_id': '0004_0016', 'start_frame': 7589, 'end_frame': 7624, 'label_txt': 'Holding arms', 'label': 14, 'view': 'center', 'filenames': 'Sample0004_color_0016.mp4', 'durations': 35}"
16,Sample0004_color_0017.mp4,train,53,center,4,"{'sample_id': '0004_0017', 'start_frame': 7790, 'end_frame': 7843, 'label_txt': 'Moving legs', 'label': 5, 'view': 'center', 'filenames': 'Sample0004_color_0017.mp4', 'durations': 53}"
17,Sample0004_color_0018.mp4,train,121,center,8,"{'sample_id': '0004_0018', 'start_frame': 8103, 'end_frame': 8224, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0018.mp4', 'durations': 121}"
18,Sample0004_color_0019.mp4,train,20,center,8,"{'sample_id': '0004_0019', 'start_frame': 8232, 'end_frame': 8252, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0019.mp4', 'durations': 20}"
19,Sample0004_color_0020.mp4,train,27,center,8,"{'sample_id': '0004_0020', 'start_frame': 8259, 'end_frame': 8286, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0020.mp4', 'durations': 27}"
20,Sample0004_color_0021.mp4,train,32,center,8,"{'sample_id': '0004_0021', 'start_frame': 8308, 'end_frame': 8340, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0021.mp4', 'durations': 32}"
21,Sample0004_color_0022.mp4,train,141,center,8,"{'sample_id': '0004_0022', 'start_frame': 8382, 'end_frame': 8523, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0022.mp4', 'durations': 141}"
22,Sample0004_color_0023.mp4,train,18,center,8,"{'sample_id': '0004_0023', 'start_frame': 8543, 'end_frame': 8561, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0023.mp4', 'durations': 18}"
23,Sample0004_color_0024.mp4,train,61,center,8,"{'sample_id': '0004_0024', 'start_frame': 8596, 'end_frame': 8657, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0024.mp4', 'durations': 61}"
24,Sample0004_color_0025.mp4,train,15,center,8,"{'sample_id': '0004_0025', 'start_frame': 8663, 'end_frame': 8678, 'label_txt': 'Arms akimbo', 'label': 9, 'view': 'center', 'filenames': 'Sample0004_color_0025.mp4', 'durations': 15}"
